36	25526	
id	name	desc	icon	itemtype	itemlevel	playerlevel	sex	civ	quality	tradein	price	sellnpc	deal	breakable	storage	expire	sound	mataudio	mesh	meshbattle	visualslot	colormale	colorfemale	dye	soul	gem	god	changeskin	dismantle	charge	lambda	attrmain	attrbonus	attrcharge1	attrcharge2
113500588	STR_CH_PANTS_N_R1_47C	0	22927	1402	47	15188	0	3	2	0	1222400	1	2	1	2	0	16522	290	22971	0	0	91823c	91823c	1	10	2	0	1	1	0	0	22972	23137	0	0
113500589	STR_CH_PANTS_D_N_R1_07B	0	22927	1402	7	15162	0	3	2	0	1950	1	2	1	2	0	16522	290	22910	0	0	8181b3	8181b3	1	10	2	0	1	1	0	0	22952	16747	0	0
113500590	STR_CH_PANTS_D_N_R1_12B	0	22927	1402	12	15165	0	3	2	0	6700	1	2	1	2	0	16522	290	22923	0	0	886161	c67171	1	10	2	0	1	1	0	0	22954	23121	0	0
113500591	STR_CH_PANTS_D_N_R1_17B	0	22927	1402	17	15168	0	3	2	0	13200	1	2	1	2	0	16522	290	22956	0	0	ac7a4e	ac7a4e	1	10	2	0	1	1	0	0	22957	23122	0	0
113500592	STR_CH_PANTS_D_N_R1_22B	0	22927	1402	22	201	0	3	2	0	30450	1	2	1	2	0	16522	290	22922	0	0	00000d	1f2933	1	10	2	0	1	1	0	0	22959	23123	0	0
113500593	STR_CH_PANTS_D_N_R1_27B	0	22927	1402	27	15174	0	3	2	0	70350	1	2	1	2	0	16522	290	22930	0	0	456066	6d9290	1	10	2	0	1	1	0	0	22961	23124	0	0
113500594	STR_CH_PANTS_D_N_R1_32B	0	22927	1402	32	15177	0	3	2	0	164250	1	2	1	2	0	16522	290	22963	0	0	446415	446415	1	10	2	0	1	1	0	0	22964	23125	0	0
113500595	STR_CH_PANTS_D_N_R1_37B	0	22927	1402	37	15181	0	3	2	0	474500	1	2	1	2	0	16522	290	22920	0	0	352717	545042	1	10	2	0	1	1	0	0	22966	23126	0	0
113500596	STR_CH_PANTS_D_N_R1_42B	0	22927	1402	42	15184	0	3	2	0	987750	1	2	1	2	0	16522	290	22968	0	0	4e1717	4e1717	1	10	2	0	1	1	0	0	22969	23127	0	0
113500597	STR_CH_PANTS_D_N_R1_47B	0	22927	1402	47	15188	0	3	2	0	1222400	1	2	1	2	0	16522	290	22971	0	0	a1ac65	a1ac65	1	10	2	0	1	1	0	0	22972	23128	0	0
113500598	STR_CH_PANTS_D_N_R1_07C	0	22927	1402	7	15162	0	3	2	0	1950	1	2	1	2	0	16522	290	22910	0	0	8181b3	8181b3	1	10	2	0	1	1	0	0	22952	23129	0	0
113500599	STR_CH_PANTS_D_N_R1_12C	0	22927	1402	12	15165	0	3	2	0	6700	1	2	1	2	0	16522	290	22923	0	0	886161	c67171	1	10	2	0	1	1	0	0	22954	23130	0	0
113500600	STR_CH_PANTS_D_N_R1_17C	0	22927	1402	17	15168	0	3	2	0	13200	1	2	1	2	0	16522	290	22956	0	0	ac7a4e	ac7a4e	1	10	2	0	1	1	0	0	22957	23131	0	0
113500601	STR_CH_PANTS_D_N_R1_22C	0	22927	1402	22	201	0	3	2	0	30450	1	2	1	2	0	16522	290	22922	0	0	00000d	1f2933	1	10	2	0	1	1	0	0	22959	23132	0	0
113500602	STR_CH_PANTS_D_N_R1_27C	0	22927	1402	27	15174	0	3	2	0	70350	1	2	1	2	0	16522	290	22930	0	0	456066	6d9290	1	10	2	0	1	1	0	0	22961	23133	0	0
113500603	STR_CH_PANTS_D_N_R1_32C	0	22927	1402	32	15177	0	3	2	0	164250	1	2	1	2	0	16522	290	22963	0	0	446415	446415	1	10	2	0	1	1	0	0	22964	23134	0	0
113500604	STR_CH_PANTS_D_N_R1_37C	0	22927	1402	37	15181	0	3	2	0	474500	1	2	1	2	0	16522	290	22920	0	0	352717	545042	1	10	2	0	1	1	0	0	22966	23135	0	0
113500605	STR_CH_PANTS_D_N_R1_42C	0	22927	1402	42	15184	0	3	2	0	987750	1	2	1	2	0	16522	290	22968	0	0	4e1717	4e1717	1	10	2	0	1	1	0	0	22969	23136	0	0
113500606	STR_CH_PANTS_D_N_R1_47C	0	22927	1402	47	15188	0	3	2	0	1222400	1	2	1	2	0	16522	290	22971	0	0	a1ac65	a1ac65	1	10	2	0	1	1	0	0	22972	23137	0	0
113500607	STR_CH_PANTS_N_L1_R_23A	0	22996	1402	23	15196	0	3	3	0	44600	1	2	1	2	0	16522	290	22928	0	0	885f47	885f47	1	10	3	0	1	1	0	0	23031	23138	0	0
113500608	STR_CH_PANTS_N_L1_R_23B	0	22996	1402	23	15196	0	3	3	0	44600	1	2	1	2	0	16522	290	22928	0	0	885f47	885f47	1	10	3	0	1	1	0	0	23031	23139	0	0
113500609	STR_CH_PANTS_N_L1_R_23C	0	22996	1402	23	15196	0	3	3	0	44600	1	2	1	2	0	16522	290	22928	0	0	885f47	885f47	1	10	3	0	1	1	0	0	23031	23140	0	0
113500610	STR_CH_PANTS_N_L1_R_28A	0	22996	1402	28	15198	0	3	3	0	96000	1	2	1	2	0	16522	290	22944	0	0	f8f1a0	6a4612	1	10	3	0	1	1	0	0	23141	23142	0	0
113500611	STR_CH_PANTS_N_L1_R_28B	0	22996	1402	28	15198	0	3	3	0	96000	1	2	1	2	0	16522	290	22944	0	0	f8f1a0	6a4612	1	10	3	0	1	1	0	0	23141	23143	0	0
113500612	STR_CH_PANTS_N_L1_R_28C	0	22996	1402	28	15198	0	3	3	0	96000	1	2	1	2	0	16522	290	22944	0	0	f8f1a0	6a4612	1	10	3	0	1	1	0	0	23141	23144	0	0
113500613	STR_CH_PANTS_N_L1_R_33A	0	22996	1402	33	15200	0	3	3	0	232800	1	2	1	2	0	16522	290	22968	0	0	c2b0fb	c2b0fb	1	10	3	0	1	1	0	0	23145	23146	0	0
113500614	STR_CH_PANTS_N_L1_R_33B	0	22996	1402	33	15200	0	3	3	0	232800	1	2	1	2	0	16522	290	22968	0	0	c2b0fb	c2b0fb	1	10	3	0	1	1	0	0	23145	23147	0	0
113500615	STR_CH_PANTS_N_L1_R_33C	0	22996	1402	33	15200	0	3	3	0	232800	1	2	1	2	0	16522	290	22968	0	0	c2b0fb	c2b0fb	1	10	3	0	1	1	0	0	23145	23148	0	0
113500616	STR_CH_PANTS_N_L1_R_38A	0	22996	1402	38	15202	0	3	3	0	642300	1	2	1	2	0	16522	290	23063	0	0	003b51	003b51	1	10	3	0	1	1	0	0	23149	23150	0	0
113500617	STR_CH_PANTS_N_L1_R_38B	0	22996	1402	38	15202	0	3	3	0	642300	1	2	1	2	0	16522	290	23063	0	0	003b51	003b51	1	10	3	0	1	1	0	0	23149	23151	0	0
113500618	STR_CH_PANTS_N_L1_R_38C	0	22996	1402	38	15202	0	3	3	0	642300	1	2	1	2	0	16522	290	23063	0	0	003b51	003b51	1	10	3	0	1	1	0	0	23149	23152	0	0
113500619	STR_CH_PANTS_N_L1_R_43A	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	22971	0	0	dadacb	dadacb	1	10	3	0	1	1	0	0	23153	23154	0	0
113500620	STR_CH_PANTS_N_L1_R_43B	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	22971	0	0	dadacb	dadacb	1	10	3	0	1	1	0	0	23153	23155	0	0
113500621	STR_CH_PANTS_N_L1_R_43C	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	22971	0	0	dadacb	dadacb	1	10	3	0	1	1	0	0	23153	23156	0	0
113500622	STR_CH_PANTS_N_L1_R_48A	0	22996	1402	48	15317	0	3	3	0	1485650	1	2	1	2	0	16522	290	23029	0	0	777598	777598	1	10	3	0	1	1	0	0	23157	23085	0	0
113500623	STR_CH_PANTS_N_L1_R_48B	0	22996	1402	48	15317	0	3	3	0	1485650	1	2	1	2	0	16522	290	23029	0	0	777598	777598	1	10	3	0	1	1	0	0	23157	23158	0	0
113500624	STR_CH_PANTS_N_L1_R_48C	0	22996	1402	48	15317	0	3	3	0	1485650	1	2	1	2	0	16522	290	23029	0	0	777598	777598	1	10	3	0	1	1	0	0	23157	23159	0	0
113500625	STR_CH_PANTS_D_N_L1_R_23A	0	22996	1402	23	15196	0	3	3	0	44600	1	2	1	2	0	16522	290	22928	0	0	deb091	ffffff	1	10	3	0	1	1	0	0	23031	23138	0	0
113500626	STR_CH_PANTS_D_N_L1_R_23B	0	22996	1402	23	15196	0	3	3	0	44600	1	2	1	2	0	16522	290	22928	0	0	deb091	ffffff	1	10	3	0	1	1	0	0	23031	23139	0	0
113500627	STR_CH_PANTS_D_N_L1_R_23C	0	22996	1402	23	15196	0	3	3	0	44600	1	2	1	2	0	16522	290	22928	0	0	deb091	ffffff	1	10	3	0	1	1	0	0	23031	23140	0	0
113500628	STR_CH_PANTS_D_N_L1_R_28A	0	22996	1402	28	15198	0	3	3	0	96000	1	2	1	2	0	16522	290	22944	0	0	773b4e	773b4e	1	10	3	0	1	1	0	0	23141	23142	0	0
113500629	STR_CH_PANTS_D_N_L1_R_28B	0	22996	1402	28	15198	0	3	3	0	96000	1	2	1	2	0	16522	290	22944	0	0	773b4e	773b4e	1	10	3	0	1	1	0	0	23141	23143	0	0
113500630	STR_CH_PANTS_D_N_L1_R_28C	0	22996	1402	28	15198	0	3	3	0	96000	1	2	1	2	0	16522	290	22944	0	0	773b4e	773b4e	1	10	3	0	1	1	0	0	23141	23144	0	0
113500631	STR_CH_PANTS_D_N_L1_R_33A	0	22996	1402	33	15200	0	3	3	0	232800	1	2	1	2	0	16522	290	22968	0	0	74a2a0	74a2a0	1	10	3	0	1	1	0	0	23145	23146	0	0
113500632	STR_CH_PANTS_D_N_L1_R_33B	0	22996	1402	33	15200	0	3	3	0	232800	1	2	1	2	0	16522	290	22968	0	0	74a2a0	74a2a0	1	10	3	0	1	1	0	0	23145	23147	0	0
113500633	STR_CH_PANTS_D_N_L1_R_33C	0	22996	1402	33	15200	0	3	3	0	232800	1	2	1	2	0	16522	290	22968	0	0	74a2a0	74a2a0	1	10	3	0	1	1	0	0	23145	23148	0	0
113500634	STR_CH_PANTS_D_N_L1_R_38A	0	22996	1402	38	15202	0	3	3	0	642300	1	2	1	2	0	16522	290	23063	0	0	cd9b59	d09951	1	10	3	0	1	1	0	0	23149	23150	0	0
113500635	STR_CH_PANTS_D_N_L1_R_38B	0	22996	1402	38	15202	0	3	3	0	642300	1	2	1	2	0	16522	290	23063	0	0	cd9b59	d09951	1	10	3	0	1	1	0	0	23149	23151	0	0
113500636	STR_CH_PANTS_D_N_L1_R_38C	0	22996	1402	38	15202	0	3	3	0	642300	1	2	1	2	0	16522	290	23063	0	0	cd9b59	d09951	1	10	3	0	1	1	0	0	23149	23152	0	0
113500637	STR_CH_PANTS_D_N_L1_R_43A	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	22971	0	0	0b0101	2b2020	1	10	3	0	1	1	0	0	23153	23154	0	0
113500638	STR_CH_PANTS_D_N_L1_R_43B	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	22971	0	0	0b0101	2b2020	1	10	3	0	1	1	0	0	23153	23155	0	0
113500639	STR_CH_PANTS_D_N_L1_R_43C	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	22971	0	0	0b0101	2b2020	1	10	3	0	1	1	0	0	23153	23156	0	0
113500640	STR_CH_PANTS_D_N_L1_R_48A	0	22996	1402	48	15317	0	3	3	0	1485650	1	2	1	2	0	16522	290	23029	0	0	d3d78e	6ce1fe	1	10	3	0	1	1	0	0	23157	23085	0	0
113500641	STR_CH_PANTS_D_N_L1_R_48B	0	22996	1402	48	15317	0	3	3	0	1485650	1	2	1	2	0	16522	290	23029	0	0	d3d78e	6ce1fe	1	10	3	0	1	1	0	0	23157	23158	0	0
113500642	STR_CH_PANTS_D_N_L1_R_48C	0	22996	1402	48	15317	0	3	3	0	1485650	1	2	1	2	0	16522	290	23029	0	0	d3d78e	6ce1fe	1	10	3	0	1	1	0	0	23157	23159	0	0
113500643	STR_CH_PANTS_D_N_R2_36A	0	22927	1402	36	15272	0	3	2	0	371850	1	2	1	2	0	16522	290	23021	0	0	aa7445	aa7445	1	10	2	0	1	1	0	0	23145	23160	0	0
113500644	STR_CH_PANTS_D_N_R2_38B	0	22927	1402	38	15202	0	3	2	0	535250	1	2	1	2	0	16522	290	23021	0	0	aa7445	aa7445	1	10	2	0	1	1	0	0	22918	23161	0	0
113500645	STR_CH_PANTS_D_N_R2_42A	0	22927	1402	42	15184	0	3	2	0	987750	1	2	1	2	0	16522	290	23025	0	0	611313	611313	1	10	2	0	1	1	0	0	23002	23162	0	0
113500646	STR_CH_PANTS_D_N_L1_43A	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	23025	0	0	611313	611313	1	10	3	0	1	1	0	0	23153	23163	0	0
113500647	STR_CH_PANTS_D_N_L1_43B	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	22971	0	0	0b0101	2b2020	1	10	3	0	1	1	0	0	23153	23164	0	0
113500648	STR_CH_PANTS_D_N_L1_44A	0	22996	1402	44	15155	0	3	3	0	1392500	1	2	1	2	0	16522	290	23025	0	0	611313	611313	1	10	3	0	1	1	0	0	23010	23165	0	0
113500649	STR_CH_PANTS_D_N_R2_45A	0	22927	1402	45	15083	0	3	2	0	1195250	1	2	1	2	0	16522	290	23001	0	0	6c844a	6c844a	1	10	2	0	1	1	0	0	22972	23166	0	0
113500650	STR_CH_PANTS_D_N_L1_47A	0	22996	1402	47	15188	0	3	3	0	366750	1	3	1	1	0	16522	290	23067	0	0	6b8a98	214241	1	10	3	0	1	1	0	0	23043	23167	0	0
113500651	STR_CH_PANTS_D_N_U1_47A	0	23006	1402	47	15188	0	3	4	0	489000	1	3	1	1	0	16522	290	23072	0	0	3494b4	227387	0	15	4	0	1	1	0	0	23168	23169	0	0
113500660	STR_CH_PANTS_EVENT_01	15423	22996	1402	1	15033	0	3	3	0	5	1	0	1	1	0	16522	290	23007	23008	0	647698	b8d3ff	1	10	3	0	1	1	0	0	22903	0	0	0
113500661	STR_CH_PANTS_EVENT_02	15423	22996	1402	1	15033	0	3	3	0	5	1	0	1	1	0	16522	290	23007	23008	0	647698	b8d3ff	1	10	3	0	1	1	0	0	22903	0	0	0
113500662	STR_CH_PANTS_N_R2_23A	0	22927	1402	23	15196	0	3	2	0	37150	1	2	1	2	0	16522	290	22913	0	0	61d25b	61d25b	1	10	2	0	1	1	0	0	22914	23170	0	0
113500663	STR_CH_PANTS_D_N_L1_25A	0	22996	1402	25	15069	0	3	3	0	15650	1	0	1	1	0	16522	290	22928	0	0	deb091	ffffff	1	10	3	0	1	1	0	0	22915	23171	0	0
113500664	STR_CH_PANTS_NPC_N_R_P_02	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	22910	0	0	887b67	887b67	1	10	1	0	1	1	0	0	22903	0	0	0
113500665	STR_CH_PANTS_NPC_N_R_P_03	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	22930	0	0	6d5467	79468e	1	10	1	0	1	1	0	0	22903	0	0	0
113500666	STR_CH_PANTS_NPC_N_R_P_04	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	22916	0	0	90bd88	9ec380	1	10	1	0	1	1	0	0	22903	0	0	0
113500667	STR_CH_PANTS_NPC_N_U_01	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	23013	23014	0	810b16	810b16	1	10	1	0	1	1	0	0	22903	0	0	0
113500668	STR_CH_PANTS_NPC_N_U_02	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	23007	23008	0	647698	b8d3ff	1	10	1	0	1	1	0	0	22903	0	0	0
113500669	STR_CH_PANTS_NPC_A_R_01	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	23172	23173	0	6e82a3	9997a1	1	10	1	0	1	1	0	0	22903	0	0	0
113500670	STR_CH_PANTS_NPC_D_N_R_P_02	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	22910	0	0	895c5c	895c5c	1	10	1	0	1	1	0	0	22903	0	0	0
113500671	STR_CH_PANTS_NPC_D_N_R_P_03	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	22930	0	0	456066	6d9290	1	10	1	0	1	1	0	0	22903	0	0	0
113500672	STR_CH_PANTS_NPC_D_N_R_P_04	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	22916	0	0	914539	ca8578	1	10	1	0	1	1	0	0	22903	0	0	0
113500673	STR_CH_PANTS_NPC_D_N_U_01	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	23013	23014	0	001b21	3c686f	1	10	1	0	1	1	0	0	22903	0	0	0
113500674	STR_CH_PANTS_NPC_D_N_U_02	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	23007	23008	0	b81e3b	b81e3b	1	10	1	0	1	1	0	0	22903	0	0	0
113500675	STR_CH_PANTS_NPC_D_A_R_01	0	22901	1402	1	15033	0	3	1	0	5	1	1	1	2	0	16522	290	23172	23173	0	291d32	7f4f35	1	10	1	0	1	1	0	0	22903	0	0	0
113500676	STR_CH_PANTS_N_C2_A_27B	0	22901	1402	27	15174	0	3	1	0	56300	1	1	1	2	0	16522	290	22929	0	0	b7bc81	b7bc81	1	10	1	0	1	1	0	0	22984	19332	0	0
113500677	STR_CH_PANTS_N_C2_A_32B	0	22901	1402	32	15177	0	3	1	0	131400	1	1	1	2	0	16522	290	22922	0	0	81a9b8	81a9b8	1	10	1	0	1	1	0	0	22986	23174	0	0
113500678	STR_CH_PANTS_N_C2_A_37B	0	22901	1402	37	15181	0	3	1	0	379600	1	1	1	2	0	16522	290	22944	0	0	4ac3a2	4ac3a2	1	10	1	0	1	1	0	0	22988	23175	0	0
113500679	STR_CH_PANTS_N_C2_A_42B	0	22901	1402	42	15184	0	3	1	0	790200	1	1	1	2	0	16522	290	22947	0	0	b679d2	b679d2	1	10	1	0	1	1	0	0	22990	23176	0	0
113500680	STR_CH_PANTS_N_C2_A_47B	0	22901	1402	47	15188	0	3	1	0	977950	1	1	1	2	0	16522	290	22916	0	0	dc9266	dc9266	1	10	1	0	1	1	0	0	23002	23177	0	0
113500681	STR_CH_PANTS_N_C2_A_27C	0	22901	1402	27	15174	0	3	1	0	56300	1	1	1	2	0	16522	290	22929	0	0	b7bc81	b7bc81	1	10	1	0	1	1	0	0	22984	19515	0	0
113500682	STR_CH_PANTS_N_C2_A_32C	0	22901	1402	32	15177	0	3	1	0	131400	1	1	1	2	0	16522	290	22922	0	0	81a9b8	81a9b8	1	10	1	0	1	1	0	0	22986	23178	0	0
113500683	STR_CH_PANTS_N_C2_A_37C	0	22901	1402	37	15181	0	3	1	0	379600	1	1	1	2	0	16522	290	22944	0	0	4ac3a2	4ac3a2	1	10	1	0	1	1	0	0	22988	23179	0	0
113500684	STR_CH_PANTS_N_C2_A_42C	0	22901	1402	42	15184	0	3	1	0	790200	1	1	1	2	0	16522	290	22947	0	0	b679d2	b679d2	1	10	1	0	1	1	0	0	22990	23180	0	0
113500685	STR_CH_PANTS_N_C2_A_47C	0	22901	1402	47	15188	0	3	1	0	977950	1	1	1	2	0	16522	290	22916	0	0	dc9266	dc9266	1	10	1	0	1	1	0	0	23002	23181	0	0
113500686	STR_CH_PANTS_N_R1_A_24B	0	22927	1402	24	15142	0	3	2	0	44250	1	2	1	2	0	16522	290	22922	0	0	88634d	885f47	1	10	2	0	1	1	0	0	22984	23182	0	0
113500687	STR_CH_PANTS_N_R1_A_29B	0	22927	1402	29	15145	0	3	2	0	95650	1	2	1	2	0	16522	290	22930	0	0	6d5467	79468e	1	10	2	0	1	1	0	0	22986	22987	0	0
113500688	STR_CH_PANTS_N_R1_A_34B	0	22927	1402	34	15148	0	3	2	0	250750	1	2	1	2	0	16522	290	22963	0	0	7163d9	7163d9	1	10	2	0	1	1	0	0	22988	23183	0	0
113500689	STR_CH_PANTS_N_R1_A_39B	0	22927	1402	39	15151	0	3	2	0	616450	1	2	1	2	0	16522	290	22920	0	0	ffe7c8	ffe7c8	1	10	2	0	1	1	0	0	22990	23184	0	0
113500690	STR_CH_PANTS_N_R1_A_44B	0	22927	1402	44	15155	0	3	2	0	1160400	1	2	1	2	0	16522	290	22968	0	0	5c9ceb	5c9ceb	1	10	2	0	1	1	0	0	23002	23185	0	0
113500691	STR_CH_PANTS_N_R1_A_49B	0	22927	1402	49	15159	0	3	2	0	1302700	1	2	1	2	0	16522	290	22971	0	0	91823c	91823c	1	10	2	0	1	1	0	0	23010	23186	0	0
113500692	STR_CH_PANTS_N_R1_A_24C	0	22927	1402	24	15142	0	3	2	0	44250	1	2	1	2	0	16522	290	22922	0	0	88634d	885f47	1	10	2	0	1	1	0	0	22984	23187	0	0
113500693	STR_CH_PANTS_N_R1_A_29C	0	22927	1402	29	15145	0	3	2	0	95650	1	2	1	2	0	16522	290	22930	0	0	6d5467	79468e	1	10	2	0	1	1	0	0	22986	23188	0	0
113500694	STR_CH_PANTS_N_R1_A_34C	0	22927	1402	34	15148	0	3	2	0	250750	1	2	1	2	0	16522	290	22963	0	0	7163d9	7163d9	1	10	2	0	1	1	0	0	22988	23189	0	0
113500695	STR_CH_PANTS_N_R1_A_39C	0	22927	1402	39	15151	0	3	2	0	616450	1	2	1	2	0	16522	290	22920	0	0	ffe7c8	ffe7c8	1	10	2	0	1	1	0	0	22990	23190	0	0
113500696	STR_CH_PANTS_N_R1_A_44C	0	22927	1402	44	15155	0	3	2	0	1160400	1	2	1	2	0	16522	290	22968	0	0	5c9ceb	5c9ceb	1	10	2	0	1	1	0	0	23002	23191	0	0
113500697	STR_CH_PANTS_N_R1_A_49C	0	22927	1402	49	15159	0	3	2	0	1302700	1	2	1	2	0	16522	290	22971	0	0	91823c	91823c	1	10	2	0	1	1	0	0	23010	23192	0	0
113500698	STR_CH_PANTS_N_L1_A_25B	0	22996	1402	25	15069	0	3	3	0	62550	1	2	1	2	0	16522	290	22944	0	0	f8f1a0	6a4612	1	10	3	0	1	1	0	0	22915	23193	0	0
113500699	STR_CH_PANTS_N_L1_A_30B	0	22996	1402	30	15072	0	3	3	0	138250	1	2	1	2	0	16522	290	22968	0	0	c2b0fb	c2b0fb	1	10	3	0	1	1	0	0	22917	23194	0	0
113500700	STR_CH_PANTS_N_L1_A_35B	0	22996	1402	35	15076	0	3	3	0	375200	1	2	1	2	0	16522	290	23063	0	0	003b51	003b51	1	10	3	0	1	1	0	0	22918	23195	0	0
113500701	STR_CH_PANTS_N_L1_A_40B	0	22996	1402	40	15079	0	3	3	0	895150	1	2	1	2	0	16522	290	22971	0	0	dadacb	dadacb	1	10	3	0	1	1	0	0	22921	23196	0	0
113500702	STR_CH_PANTS_N_L1_A_45B	0	22996	1402	45	15083	0	3	3	0	1434300	1	2	1	2	0	16522	290	23029	0	0	777598	777598	1	10	3	0	1	1	0	0	23027	23197	0	0
113500703	STR_CH_PANTS_N_L1_A_50B	0	22996	1402	50	15086	0	3	3	0	1633550	1	2	1	2	0	16522	290	23067	0	0	86b3f7	86b3f7	1	10	3	0	1	1	0	0	23068	23198	0	0
113500704	STR_CH_PANTS_N_L1_A_25C	0	22996	1402	25	15069	0	3	3	0	62550	1	2	1	2	0	16522	290	22944	0	0	f8f1a0	6a4612	1	10	3	0	1	1	0	0	22915	23199	0	0
113500705	STR_CH_PANTS_N_L1_A_30C	0	22996	1402	30	15072	0	3	3	0	138250	1	2	1	2	0	16522	290	22968	0	0	c2b0fb	c2b0fb	1	10	3	0	1	1	0	0	22917	23200	0	0
113500706	STR_CH_PANTS_N_L1_A_35C	0	22996	1402	35	15076	0	3	3	0	375200	1	2	1	2	0	16522	290	23063	0	0	003b51	003b51	1	10	3	0	1	1	0	0	22918	23201	0	0
113500707	STR_CH_PANTS_N_L1_A_40C	0	22996	1402	40	15079	0	3	3	0	895150	1	2	1	2	0	16522	290	22971	0	0	dadacb	dadacb	1	10	3	0	1	1	0	0	22921	23202	0	0
113500708	STR_CH_PANTS_N_L1_A_45C	0	22996	1402	45	15083	0	3	3	0	1434300	1	2	1	2	0	16522	290	23029	0	0	777598	777598	1	10	3	0	1	1	0	0	23027	23203	0	0
113500709	STR_CH_PANTS_N_L1_A_50C	0	22996	1402	50	15086	0	3	3	0	1633550	1	2	1	2	0	16522	290	23067	0	0	86b3f7	86b3f7	1	10	3	0	1	1	0	0	23068	23204	0	0
113500710	STR_CH_PANTS_N_U1_45A	0	23006	1402	45	15083	0	3	4	0	1912400	1	2	1	2	0	16522	290	23072	0	0	22464c	17464e	0	15	4	0	1	1	0	0	23068	23205	0	0
113500711	STR_CH_PANTS_D_N_U1_45A	0	23006	1402	45	15083	0	3	4	0	1912400	1	2	1	2	0	16522	290	23072	0	0	3494b4	227387	0	15	4	0	1	1	0	0	23068	23205	0	0
113500712	STR_CH_PANTS_N_R2_38B	0	22927	1402	38	15202	0	3	2	0	535250	1	2	1	2	0	16522	290	23021	0	0	d0b5e1	d0b5e1	1	10	2	0	1	1	0	0	22918	23206	0	0
113500713	STR_CH_PANTS_N_L1_39A	0	22996	1402	39	15151	0	3	3	0	739750	1	2	1	2	0	16522	290	23021	0	0	d0b5e1	d0b5e1	1	10	3	0	1	1	0	0	23002	23207	0	0
113500714	STR_CH_PANTS_N_L1_41A	0	22996	1402	41	15274	0	3	3	0	1029450	1	2	1	2	0	16522	290	23025	0	0	111d42	111d42	1	10	3	0	1	1	0	0	22950	23208	0	0
113500715	STR_CH_PANTS_N_R2_42A	0	22927	1402	42	15184	0	3	2	0	246950	1	3	1	1	0	16522	290	23025	0	0	111d42	111d42	1	10	2	0	1	1	0	0	23002	23209	0	0
113500716	STR_CH_PANTS_N_L1_43A	0	22996	1402	43	15315	0	3	3	0	1292300	1	2	1	2	0	16522	290	22971	0	0	dadacb	dadacb	1	10	3	0	1	1	0	0	23153	23163	0	0
113500717	STR_CH_PANTS_N_R2_44A	0	22927	1402	44	15155	0	3	2	0	1160400	1	2	1	2	0	16522	290	23025	0	0	111d42	111d42	1	10	2	0	1	1	0	0	22950	23210	0	0
113500718	STR_CH_PANTS_N_L2_47A	0	22996	1402	47	15188	0	3	3	0	1466900	1	2	1	2	0	16522	290	23067	0	0	86b3f7	86b3f7	1	10	3	0	1	1	0	0	23084	23211	0	0
113500719	STR_CH_PANTS_N_U1_47A	0	23006	1402	47	15188	0	3	4	0	1955850	1	2	1	2	0	16522	290	23072	0	0	22464c	17464e	0	15	4	0	1	1	0	0	23168	23212	0	0
113500720	STR_CH_PANTS_N_U1_47B	0	23006	1402	47	15188	0	3	4	0	1955850	1	2	1	2	0	16522	290	23072	0	0	22464c	17464e	0	15	4	0	1	1	0	0	23168	23213	0	0
113500721	STR_CH_PANTS_N_U1_49A	0	23006	1402	49	15159	0	3	4	0	2084300	1	2	1	2	0	16522	290	23067	0	0	86b3f7	86b3f7	0	15	4	0	1	1	0	0	23091	23214	0	0
113500722	STR_CH_PANTS_D_R2_P_30A	0	22927	1402	30	15072	0	3	2	0	86400	1	2	1	2	0	16522	290	23215	0	0	dd3b3b	dd3b3b	0	10	3	0	1	1	0	0	22917	23216	0	0
113500723	STR_CH_PANTS_D_L1_P_30A	0	22996	1402	30	15072	0	3	3	0	138250	1	2	1	2	0	16522	290	23215	0	0	dd3b3b	dd3b3b	0	10	4	0	1	1	0	0	23145	23217	0	0
