5	1260	
id	mapid	priority	data	poly
667	220030000	20	70569	0.1,313.1;2238.88,358.02;2195.92,441.39;2202.28,483.4;2244.93,507.58;2278.66,503.45;2351.85,536.54;2402.45,499.31;2383.04,459.53;2337.85,453.48;2317.48,430.57;2315.57,384.75
668	220030000	30	70570	0.1,262.1;1261.15,1115.65;1264.06,1122.8;1277.52,1117.03;1274.34,1110.22
669	220030000	15	70571	0.1,350.1;1453.57,2528.83;1457.79,2525.95;1463.59,2526.21;1468.12,2529.7;1469.47,2534.93;1475.97,2538.12;1474.52,2541.8;1467.5,2540.24;1462.72,2543.17;1457.26,2542.95;1452.88,2539.49;1451.64,2533.96
670	220030000	30	70572	0.1,286.66;1643.21,196.81;1638,216.56;1632.5,221.88;1632.87,236.79;1646.51,254.16;1663.89,263.2;1694.43,255.16;1721.89,249.19;1720.29,217.8;1706.14,207.01
671	220030000	1	70573	247.54,1047.54;1753.18,674.72;1758.03,737.94;1833.99,797.75;1868.95,809.02;1971.42,790.94;2021.52,736.56;1977.51,687.28;1875.57,688.85;1809.16,675.67
672	220030000	40	70574	223.48,623.48;2582.14,831.54;2541.94,862.51;2543.32,899.94;2487.92,945.86;2462.31,964.84;2415.6,971.17;2413.5,991.35;2488.82,999.79;2527.69,966.65;2557.82,970.26;2636.25,1014.76;2752.27,1097.63;2821.04,1032.94;2817.73,1004.92
673	220030000	1	70575	0.1,800.1;1944.31,2164.21;2084.66,2150.15;2251.64,2299.21;2287.76,2363.46;2311.9,2410.7;2322.73,2485.04;2161.08,2807.4;2010.34,2900.81;1822.27,2840.11;1839.19,2536.13;1741.25,2324.44;1793.4,2267.49;1841.99,2246.27
674	220030000	50	70576	0.1,800.1;2075.48,2154.96;2240.46,2373.88;2344.34,2367.62;2381.38,2351.95;2439.79,2316.34;2499.62,2216.62;2575.12,2257.93;2660.59,2223.74;2639.22,2128.3;2643.67,2049.51;2378.54,1937.77;2463.57,1863.35;2342.12,1602.84;2382.41,1475.01;2361.3,1385.9;2275.71,1374.17;2092.8,1460.94;2131.92,1590.21;2289.05,1770.23;2305.28,1832.22;2233.45,1861.53;2178.62,1929.9;2121.88,2054.83
675	220030000	1	70577	247.52,267.52;1605.3,2198.13;1598.62,2152;1595.64,2102.29;1565.89,2088.49;1483.68,2092.03;1471.74,2084.26;1466.82,2064.7;1478.83,2045.56;1513.69,2060.24;1572.42,2049.66;1613.22,2048.39;1623.91,2031.26;1677.24,2023.3;1700.56,2010.36;1689.95,1982.45;1646.77,1982.77;1616.57,1966.83;1597.24,1950.11;1579.08,1954.89;1529.92,1914.54;1517.96,1875.05;1506.89,1850.25;1508.33,1826.34;1507.32,1779.51;1531.36,1717.18;1583.12,1675.12;1662.16,1651.18;1728.14,1641.33;1730.37,1662.88;1780.91,1684.92;1817.25,1722.08;1832.89,1803.78;1830.44,1859.49;1800.76,1939.48;1753.5,1973.59;1761.38,1997.98;1880.72,1999.03;1903.41,1977;1916.91,1945.48;1923.65,1831.93;1926.84,1720.85;1909.15,1651.83;1891.31,1629.9;1895.36,1585.91;1882.78,1528.74;1827,1528.58;1792.32,1562.15;1777.49,1537.97;1754.13,1544.75;1729.45,1581.67;1704.09,1587.57;1671.88,1579.96;1649.1,1587.14;1624.62,1580.36;1548.91,1596.06;1513.37,1600.4;1455.16,1627.7;1420.34,1686.3;1351.59,1713.54;1361.55,1667.96;1358.43,1635.93;1323.38,1573.61;1348.23,1552.94;1332.72,1484.86;1275.61,1458.38;1272.58,1403.54;1232.49,1361.55;1219.63,1330.54;1216.98,1299.52;1189.75,1272.29;1163.95,1276.9;1134.44,1271.23;1112.28,1240.51;1117.57,1210.63;1143.29,1185.29;1137.75,1137.36;1108.63,1119.21;1088.2,1088.57;1061.35,1033.73;1094.3,1012.05;1117.37,1006.37;1126.07,969.69;1097.71,953.42;1071.61,959.09;1064.42,931.48;1053.83,861.89;1037.19,834.65;1005.04,840.71;989.53,820.28;1002.01,786.24;1032.65,752.2;1068.37,765.62;1090.68,716.83;1058.53,669.55;1015.41,675.98;1003.31,614.33;1032.22,544.51;1010.87,504.64;959.81,510.31;959.71,481.72;556.24,557.07;576.62,656.97;670.9,720.02;706.95,721.22;727.38,750.72;747.8,783.25;743.64,799.89;776.17,807.83;814.37,787.41;863.54,749.96;891.79,759.16;874.39,791.31;838.46,849.18;849.8,888.52;852.45,931.64;881.73,946.23;929.01,922.78;939.22,931.86;943.01,947.75;978.76,991.38;960.61,1011.05;930.35,1023.16;924.67,1038.29;925.43,1060.22;961.74,1085.19;987.46,1096.16;974.98,1147.97;974.22,1187.31;1001.56,1240.1;989.07,1262.04;1000.42,1315.75;1017.82,1332.77;1037.11,1337.68;1045.05,1355.46;1038.25,1371.73;1048.46,1388.75;1100.28,1405.39;1121.96,1387.72;1187.71,1420.14;1183.17,1454.94;1173.41,1516.36;1196.01,1541.78;1209.62,1599.12;1213.64,1608.71;1170.14,1626.65;1119.56,1602.4;1047.36,1587.15;989.96,1665.18;964.41,1701.05;962.16,1785.35;946.47,1797.91;943.78,1811.81;977.14,1846.73;1055.61,1919.37;1078.48,1971.84;1111.67,1992.02;1115.25,2019.82;1146.64,2045.38;1138.57,2057.49;1146.19,2080.35;1165.87,2092.68;1223.27,2104.78;1173.95,2115.99;1182.22,2154.8;1253.3,2159.73;1273.03,2134.67;1286.59,2106.73;1308.36,2123.16;1301.79,2176.58;1298.5,2186.03;1273.03,2172.06;1253.72,2174.93;1254.13,2160.96;1267.27,2137.54;1181.81,2140.01;1181.4,2159.73;1184.34,2222.96;1038.6,2217.13;1033.67,2239.55;1030.98,2293.36;1021.11,2299.64;987.48,2298.29;958.34,2322.51;943.99,2348.52;978.51,2383.04;969.99,2413.54;950.38,2434.04;879.52,2441.72;853.05,2467.33;847.93,2516;861.59,2548.44;845.37,2594.54;753.16,2588.56;701.94,2635.52;706.21,2661.98;779.63,2729.43;697.67,2784.07;682.3,2810.53;724.99,2884.81;800.12,2923.23;849.63,2933.47;774.64,2951.79;825.01,2994.47;780.62,3054.23;779.77,3097.77;997.47,3096.92;1065.77,2909.1;1029.06,2903.98;976.98,2877.51;950.38,2883.1;908.54,2838.71;940.98,2789.19;943.55,2754.19;906.83,2686.74;918.79,2667.11;953.79,2691.86;970.01,2660.28;952.08,2617.59;989.65,2595.39;1010.14,2527.95;1003.63,2463.31;1042.64,2466;1079.41,2498.73;1113.38,2497.83;1118.7,2506.82;1093.72,2517.5;1080.06,2529.85;1188.05,2546.16;1198.23,2530.51;1215.82,2492.82;1222.43,2497.23;1222.4,2527.55;1228.61,2562.91;1210.56,2609.91;1192.46,2633.44;1200.39,2606.99;1184.53,2584.51;1196.43,2532.49;1091.41,2520.25;1080.2,2530.11;1087.38,2578.54;1073.03,2585.27;1046.8,2626.46;1055.77,2664.57;1012.27,2686.99;990.3,2756.05;1002.41,2807.62;1002.86,2860.98;1040.52,2878.02;1085.37,2869.5;1080.88,2880.26;1079.98,2917.03;1017.96,2897.15;922.34,3100.34;1012.08,3092.85;1212.25,3085.7;1212.92,3061.53;1212.92,2985.64;1239.39,2902.32;1195.74,2857.99;1251.82,2847.92;1279.35,2827.44;1272.3,2757.93;1241.41,2728.71;1239.35,2698.48;1230.25,2670.28;1299.04,2657.74;1313.31,2616.87;1302.64,2551.85;1364.43,2625.17;1410.36,2639.72;1449.18,2638.63;1486.99,2645.67;1506.85,2670.88;1523.6,2663.75;1537.86,2647.65;1567.31,2673.33;1585.95,2666.18;1586.12,2642.11;1587.18,2630.83;1590.17,2605.98;1567.29,2585.47;1547.56,2576.59;1505.31,2578.53;1473.25,2574.41;1439.56,2554.79;1424.79,2525.77;1441.49,2510.21;1472.81,2509.87;1499.35,2516.64;1541.72,2523.13;1556.71,2496.76;1549.39,2446.93;1547.16,2406.64;1534.48,2389.97;1505.14,2400.69;1479.85,2383.69;1483.31,2354.07;1447.87,2339.11;1403.44,2367.47;1385.84,2400.23;1318.13,2367.47;1269.84,2355.03;1312.64,2323.8;1357.81,2297.23;1387.6,2237.37;1408.42,2216.55;1427.21,2238.24;1488.26,2247.02;1523.86,2224.29;1551.79,2240.08;1582.32,2238.09
676	220030000	1	70578	247.52,1047.52;1172.32,2199.8;1032.09,1674.25;1407.57,1556.85;1308.53,1370.56;1164.68,1322.22;1112.8,1052.21;1109.26,882.42;1192.98,737.4;1221.27,637.18;1163.5,434.38;780.95,495.11;773.11,-26.7;-85.58,-48.83;-70.04,3106.61;2003.74,3116.82;2006.72,2909.79;1821.89,2848.18;1835.39,2539.08;1738.34,2322.04;1788.56,2272.42;1843.64,2247.55;1951.86,2153.67;1810.33,2011.21;1736.8,2014.45;1679.25,2030.99;1485.51,2081.3
677	220040000	2	70579	0.1,1000.1;1648.01,-110.09;1665.78,406.58;1579.67,630.75;1775.13,726.43;1788.8,842.61;1870.69,937.2;1825.35,1047.13;1848.36,1231.18;1802.35,1404.33;1936.75,1411.59;1997.29,1467.29;2124.43,1423.7;2147.43,1227.55;2204.34,1153.68;2200.29,1046.35;2350.86,886.09;2463.46,698.41;2537.33,520.42;2400.5,363.01;2222.51,543.42;2054.36,626.68;1940.52,535.07;1831.17,228.89;1731.39,-108.73
678	220040000	2	70580	0.1,800.1;1240.13,979.71;1291.52,1245.35;1194.96,1420.46;1401.73,1676.54;1518.92,1714.79;1671.75,1678.21;1845.47,1373.87;1834.86,1207.67;1636.9,1115.19;1491.28,841.83
679	220040000	1	70581	0.1,500.13;393.62,-14.49;610.02,347.27;600.74,560.6;440.94,644.58;409.58,633.11;362.98,673.69;365.06,718.47;300.43,658.2;198.86,603.45;136.85,631.5;66.38,610.98;-25.45,764.15;79.13,759.73;118.17,803.19;138.79,979.94;178.56,954.16;222.01,828.96;273.66,806.05;341.8,926.11;339.9,1013.76;299.5,1085.48;310.3,1141.92;342.06,1152.95;373.79,1140.72;437.17,1150.56;499.8,1119.39;533.02,1173.18;506.93,1242.97;530.21,1285.12;597.13,1327.09;596.59,1245.25;624.77,1214.37;637.24,1166.41;668.25,1152.11;709.71,1068.67;723.79,951.5;840.93,958.56;855.32,933.86;889.21,920.96;897.22,863.77;936.31,794.55;1008,799.06;1038.53,764.64;1003.11,672.27;998.85,533.97;965.44,471.94;961.55,344.02;830.25,299.63;813.25,369.06;777.25,457.88;836.48,484.77;852.94,544.35;864.94,609.01;868.85,626.77;860.81,720.44;810.56,817.45;765.24,839.64;665.52,804.44;645.6,891.14;571.38,939.95;527.37,991.83;492.15,988.43;461.65,958.82;426.4,873.27;505.95,743.24;625.77,743.76;724.71,631.6;718.53,506.3;771.88,439.63;858.88,501.63;862.63,350.13;796.72,348.88;739.66,251.41;783.28,210.58;883.04,78.87;845.99,-18.65;681.25,-19.63;652.38,112.88;512.95,-13.15
680	220040000	15	70582	220,250.03;309.88,442.38;312.63,442.63;314.63,436.76;320.63,437.26;320.76,443.38;322.51,443.88;320.76,462.63;307.26,460.63
681	220040000	5	70583	387.75,587.75;1721.11,1289.26;1675.48,1363.36;1669.29,1420.18;1742.72,1448.38;1795.94,1444.5;1845.88,1297.64;1829.08,1252.52;1786.32,1242.95
682	220040000	11	70584	220,250.03;287.26,267.87;300.26,290.13;304.88,287.13;309.13,295.75;318.26,290;314.76,282.13;318.88,278.88;307.51,255.62
683	220040000	14	70585	220,250.03;462.62,338.12;457.75,350.75;447.62,345.87;446.5,342.62;444,341.37;445.5,335.87;449,336.12;452.12,334.37
684	220040000	2	70586	0.1,800.1;-151.75,1755.96;-151.75,2097.87;267.95,2275.98;540.24,2149.05;499.29,1962.74;570.95,1717.07;312.99,1526.66
685	220040000	1	70587	0,800;-27.01,-4.38;-39.39,671.88;199.3,778.5;318.49,831.08;381.26,925.23;466.96,1077.33;583.9,1179.59;726.27,973.77;859.36,989.25;989.35,815.93;941.73,447.49;946.51,19.02;856.62,-39.97
686	220040000	16	70588	220,250;254,396.63;257.75,397.5;260.12,393.25;265.87,398.5;261.5,406.75;263,410.63;259.63,415;254.75,414;246.37,407.25
687	220040000	52	70589	369.26,399.26;1858.82,1297.86;1873.06,1277.89;1892.42,1280.63;1903.87,1296.35;1903.67,1315.68;1880.42,1330.06
688	220040000	50	70590	187.43,380.73;492.48,2209.67;489.95,2216.79;493.6,2223.48;500.71,2225.81;507.26,2222.49;509.89,2215.23;506.21,2208.58;499.1,2206.3
689	220040000	12	70591	0.1,800.1;1521.83,715.78;1553.91,903.21;1601.43,990.46;1776.78,1027.94;1865.7,938.18;1788,837.15;1765.62,738.07;1670.94,700.88
690	220040000	3	70592	0.1,250.1;377.71,287.66;365.1,282.5;341.54,289;323.94,315.2;331.11,319.7;326.22,322.79;320.46,318.56;309.66,316.8;276.92,288.21;263.85,308.86;279.49,337;297.22,338.49;305.4,342;314.2,345.82;313.52,347.06;301,341.21;296.47,344.12;293.9,335.37;272.43,331.52;266.76,343.22;266.82,368.9;289.07,369.35;299.77,382.82;308.02,400.8;327.71,406.97;341.63,412.38;350.85,414.37;377.57,407.75;366.98,387.56;335.87,385.7;323.01,369.1;318.23,353.74;313.39,347.19;306.2,343.32;306.33,342.53;314.69,345.9;320.87,336.16;327.15,323.74;321.38,319.1;324.89,315.17;335.96,324.28;362.57,321.12;377.16,333.47;385.11,355.32;377.36,371.17;367.2,387.72;378.53,407.27;390.12,405.11;403.39,395.07;425.17,393.9;433.75,385.05;423.08,368.98;423.05,356.3;412.63,349.02;406.42,332.4;401.62,324.77;400.76,321.09;402.64,307.14;394.68,295.21
691	220040000	0	70593	0.1,800.1;1419.99,2531.55;1340.04,2491.91;1270.1,2650.78;1425.09,2738;1480.46,2785.53;1635.53,2664.18;1724.45,2703.57;1846.86,2871.76;1995.5,2877.85;2075.18,2773.87;2016.65,2686.21;1956.82,2726.44;1880.15,2594.22;1853.01,2554.96;1735.41,2611.71;1675.58,2567.05;1753.33,2510.56;1752.48,2465.05;1641.24,2426.28;1561.18,2459.57;1541.98,2551.25;1472.68,2581.4
692	220040000	53	70594	384.43,434.43;2060.33,1315.79;2004.15,1349.79;1998.24,1380.83;2049.49,1403.5;2071.66,1358.66
693	220040000	50	70595	360.16,460.16;2054.16,78.57;2075.19,77.2;2093.26,87.86;2106.67,113.21;2092.48,130.6;2082.15,141.54;2064.11,137.84;2058.78,141.77;2045.59,140.14;2030.88,113.38;2032.64,89.95
694	220040000	2	70596	162.25,362.25;316.52,176.02;256.61,203.14;201.05,278.77;199.8,356.98;220.69,417.14;253.12,440.62;270.95,470.55;293.42,474.74;332.84,477.74;345.83,464.12;375.38,467.05;413.44,438.65;475.62,370.28;488.66,334.54;481.84,296.8;459.01,264.63;399.13,195.67
695	220040000	12	70597	220,250;383.5,239;377.12,254.63;382.25,257.25;386.63,258.88;391.5,259.5;397.37,244.63
696	220040000	2	70598	0.1,700.1;2592.55,1389.53;2557.58,1393.78;2477.77,1329.06;2432.84,1319.51;2384.73,1362.41;2298.19,1369.61;2277.81,1437.36;2254.31,1441.43;2176.05,1410.41;2054.06,1472.33;2041.93,1559.88;2122.27,1546.59;2204.01,1548.73;2330.46,1493.34;2345.11,1449.26;2408.77,1460.26;2457.26,1428.89;2472.07,1427.66;2497.24,1482.66;2552.06,1486.19;2665.51,1416.32;2677.62,1387.34;2731.52,1414.52;2736.76,1429.58;2717.66,1473.17;2734.24,1512.49;2802.93,1538.11;2826.16,1565.28;2803.38,1599.42;2805.3,1686.58;2836.1,1709.79;2880.63,1683.74;2899.39,1808.29;2757.17,2082.51;2677.35,2158.07;2693.25,2194.79;2865.92,2182.73;2854.96,2115.31;3090.53,1815.93;3090.05,1633.99;2930.86,1480.95;2880.71,1480.62;2784.46,1474.12;2786.19,1453.36;2818.5,1397.87;2773.09,1372.72;2671.84,1304.3;2635.7,1319.92;2623.23,1363.49
697	220040000	2	70599	0.1,800.1;2307.93,-34.23;2372.99,378.08;2522.82,536.2;2447.63,724.29;2330.32,892.11;2278.25,904.2;2175.5,1045.48;2196.9,1148.23;2244,1138.81;2325.34,1088.29;2363.01,1031.78;2439.22,1014.66;2495.73,1042.91;2555.51,1056.51;2606.03,999.14;2623.16,920.37;2540.1,896.39;2593.19,786.79;2680.52,725.15;2679.72,605.47;2842.41,470.18;3137,527.91;3127.77,-29.84
698	220040000	17	70600	226.23,256.25;228.25,360.63;231.63,371;246,366.13;244.88,362.63;247.75,361.63;245.88,357.63;243.5,358.38;242.38,355.75
699	220040000	4	70601	0.2,550.2;2257.13,1159.83;2193.23,1198.5;2173.8,1267.75;2194.65,1358.21;2224.29,1378.09;2274.5,1371.99;2308.42,1349.37;2356.47,1355.03;2370.79,1318.45;2440.21,1271.64;2405.94,1229.59;2373.08,1144.44;2346.23,1152.21;2307.11,1142.67
700	220040000	1	70602	350,750;100.02,65.14;62,253.89;89.16,600.16;336.3,710.16;616.03,555.35;667.63,143.9;364.82,44.77
701	220040000	5	70603	0.1,1000.1;2120.6,2827.72;1756.44,2830.01;1752.91,3118.23;3130.26,3119.25;3128.41,2809.81;2922.39,2810.73;2551.26,2492.57;2367.59,2492.57;2270.98,2547.43
702	220040000	50	70604	342.05,385.05;2030.91,926.08;2019.4,949.98;2015.27,973.88;2032.09,1000.14;2071.63,992.17;2074.87,939.36
703	220040000	10	70605	92.79,170.79;1375.03,984.16;1378.51,1064.97;1399.47,1063.01;1398.6,1053.2;1404.08,1051.07;1404.38,985.06;1415.33,984.75;1417.77,923;1406.15,909.31;1378.39,909.7;1377,941.86;1343.23,944.6;1344.45,984.45
704	220040000	1	70606	425,725;434.53,3150.5;356.66,2978.67;305.89,2811.01;406.3,2640.86;712,2456.19;952.35,2455.15;1133.76,2653.15;1117.78,3145.02
705	220040000	50	70607	281.63,351.63;94.51,1480.29;85.57,1506.25;108.56,1534.56;160.06,1518.81;151.97,1476.67;123.88,1473.26;111.75,1469.86
706	220040000	11	70608	161.82,178.82;1441.34,1133.38;1440.88,1147.33;1459.7,1149.76;1460.19,1157.93;1483.34,1160.06;1492.77,1154.17;1503.62,1150.76;1505.29,1143.97;1503.92,1133.81;1484.06,1123.91;1462.33,1125.27;1459.19,1132.17
707	220040000	13	70609	220,250.03;449.75,278.12;457.75,290;441,299.87;439.38,297.75;434.13,301.37;430.38,294.87;435,290.87;434.13,288.62
708	220040000	3	70610	0.1,428.1;625.29,2505.03;538.69,2584.12;528.1,2625.95;352.26,2764.35;296.71,2787.7;285.02,2883.87;426.5,2959.07;447.97,3090.53;815.55,3077.89;893.35,2980.77;1023.64,2860.92;1000.32,2805.15;1041.06,2687.07;959.91,2525.28;916.16,2495.6;763.12,2522.51
709	220040000	1	70611	0.1,800.1;1386.21,1697.5;1120.66,2662.07;1088.11,3165.01;1785.17,3166.96;1780.62,2825.21;1779.92,2664.54;1860.39,2362.79;2037.13,2280.88;2104.66,2171.68;2093.16,1848.37;1861.82,1740.61;1664.97,1756.41
710	220040000	1	70612	0.1,1000.1;2469.83,1324.18;2430.88,1311.58;2398.8,1376.88;2432.03,1435.3;2461.81,1431.86;2499.61,1497.16;2472.12,1584.22;2404.53,1672.42;2448.06,1696.48;2532.83,1733.13;2571.78,1786.97;2608.44,1800.72;2803.17,1745.74;2848.46,1842.71;2803.33,1946.86;3133.43,2135.86;3130.61,1430.24;2861.6,1372.29;2837.54,1336.78;2845.56,1280.65;2795.16,1262.32;2782.56,1209.63;2745.9,1160.37;2859.31,1129.44;2881.07,1100.81;2853.58,1074.46;2797.45,1079.04;2788.28,1036.66;2815.78,917.52;2783.7,893.47;2677.17,925.54;2622.18,979.38;2559.18,1050.4;2560.32,1105.39;2445.77,1109.97;2404.53,1158.08;2405.68,1209.63;2500.76,1264.62
711	220040000	4	70613	0.1,800.1;1731.39,-54.91;1802.7,230.13;1875.66,390.85;1924.68,549.63;2054.78,643.46;2225.38,564.83;2406.87,383.38;2345.56,-53.26
712	220040000	3	70614	0.1,1000.1;2817.37,445.91;2670.06,598.64;2658.14,708.04;2563.91,778.45;2515.16,909.52;2585.57,927.93;2590.08,984.54;2627.91,998.23;2574.49,1063.6;2535.29,1042;2439.2,1008.06;2345.21,1027.11;2184.98,1164.09;2113.43,1413.61;2202.69,1450.86;2289.14,1403.77;2382.62,1386.2;2491.56,1318.73;2509.83,1253.36;2423.38,1196.43;2482.8,1125.66;2569.57,1109.28;2573.79,1060.79;2540.22,1043.72;2589.13,987.92;2629.98,1005.77;2660.31,951.76;2776.21,904.1;2811.96,917.1;2781.63,1038.41;2789.21,1077.41;2846.62,1080.66;2878.86,1099.68;2856.3,1120.23;2737.5,1156.39;2777.4,1211;2789.3,1262.81;2836.21,1281.01;2827.81,1336.32;2865.68,1394.54;3106.38,1451.02;3104.41,501.16
713	220040000	51	70615	331.36,376.36;2012.47,1091.03;2008.36,1114.34;2003.79,1121.88;2006.07,1131.93;2020.47,1143.58;2045.14,1135.82;2044.69,1097.89
714	220040000	1	70616	0.1,600.1;710.43,1373.99;700.84,1559.11;767.84,1627.58;913.35,1680.99;988.94,1593.38;969.32,1381.86;876.79,1294.21
715	220040000	1	70617	0.1,800.1;-38.05,699.32;-17,1750.27;281.78,1607.2;485.87,1765;441.69,1964.88;490.08,2124.79;243.9,2217.37;-23.31,2116.38;-33.83,3185.02;465.9,3188.46;330.21,2804.91;383.11,2774.78;559.33,2575.2;625.03,2512.2;638.51,2475.94;957.18,2471.96;1062.38,2621.35;1151.95,2688.9;1438.17,1668.11;1291.72,1531.45;1136.02,1426.25;1170.03,1348.23;883.88,967.4;728.18,902.17;593.52,1112.58;471.48,990.54;382.33,960.89;371.24,894.35;332.61,765.41;185.03,798.85;124.04,722.81
716	220040000	1	70618	0.1,800.13;890.24,-69.43;854.88,213.51;894.24,394.59;946.78,760.77;783.87,997.12;1074.52,1361.67;1315.92,1266.92;1258.78,993.95;1481.76,870.68;1617.74,1137.04;1839.43,1237.81;1813.23,1040.3;1865.63,911.31;1801.14,828.68;1795.09,715.82;1583.57,626.01;1683.66,412.24;1677.52,-60.27
717	220040000	1	70619	0.1,1000.1;3098.34,2086.1;2816.43,1949.14;2868.54,1833.07;2807.2,1742.67;2600.57,1791.09;2460.02,1667.72;2482.93,1591.98;2530.32,1471.83;2413.79,1322.22;2119.65,1452.73;1974.72,1401.29;1804.37,1393.64;1664.95,1647.35;1593.9,1720.21;1671.32,1764.07;1852.41,1750.63;2073.37,1848.02;2096.57,2170.38;2007.05,2279.24;1926.93,2296.21;1851.56,2368.05;1792.78,2671.73;1878.63,2858.73;2169.26,2845.15;2277.9,2555.88;2370.93,2502.24;2517.65,2505.6;2893.89,2831.1;3104.58,2838.27
718	220040000	6	70620	657.18,807.18;2294.1,2438.2;2277.44,2606.85;2414.76,2668.18;2545.41,2644.85;2508.08,2448.87
719	220040000	4	70621	0.1,400.1;1414.23,298.06;1427.39,346.58;1421.7,399.29;1416.75,433.12;1444.49,451.76;1463.84,448.1;1488.05,422.19;1499.11,356.71;1489.86,319.51;1457.47,281.39
720	220040000	50	70622	325.06,351.08;1284.38,294.75;1298.65,300.58;1299.09,299.69;1301.84,299.73;1302.85,297.84;1303.06,296.4;1301.26,294.6;1301.39,293.53;1287.29,287.84;1286.64,288.84;1283.97,288.72;1282.72,291.92;1284.5,293.63
721	220050000	10	70623	0.1,800.1;1508.36,2758.42;1506.1,3093.03;2247.74,3093.01;2255.58,2904.83;2396.41,2623.17;2106.91,2669.4;1947.74,2766.31;1681.86,2623.22
722	220050000	2	70624	0.1,800.1;1156.78,-55.54;1062.68,3.56;1062.55,149.91;727.35,358.19;606.87,559.86;626.93,719.33;690.17,830.36;812.68,920.52;947.93,929.35;936.17,820.56;1014.97,812.51;1155.12,827.21;1163.94,658.64;1292.62,609.7;1448.22,648.03;1476.64,524.54;1552.09,506.14;1621.68,442.44;1683.42,458.12;1739.29,540.44;1854.93,510.06;2082.43,558.33;2160.67,657.42;2468.73,618.03;2484.54,-84.45
723	220050000	2	70625	0.1,800.1;-44.59,1638.65;-35.18,2216.86;144.87,2253.99;211.48,2242.43;293.9,2272.42;318.51,2338.31;389.14,2360.55;597.83,2188.53;728.7,2204.03;841.1,2168.23;831.59,2065.86;872.43,2031.89;853.04,1938.31;765.36,1837.14;785.61,1671.42;658.11,1611.7;642.47,1527.66;602.13,1512.75;581.49,1620.68
724	220050000	4	70626	0.1,300.1;162.32,1979.89;131.7,2005.7;139.22,2044.4;177.54,2062.18;213.1,2052.86;234.61,2032.31;262.45,1997.89;296.58,2030.4;328.97,2040.09;387,2030.95;432.25,1979.22;489.37,1943.63;551.81,1929.51;606.7,1866.73;625.24,1815.95;658.82,1786.39;683.26,1704.41;724.11,1623.54;684.88,1617.09;626.31,1771.88;588.69,1796.6;575.8,1841.48;529.24,1890.55;466.91,1909.09;443.12,1933.32;394.79,1889.89;351.93,1876.71;312.16,1882.08;278.57,1906;264.87,1950.87;226.81,1972.39;203.46,1965.82
725	220050000	13	70627	30,57;1400.27,1902.92;1391.8,1913.8;1399.2,1919.53;1407.88,1908.72
726	220050000	5	70628	0.1,300.1;256.84,2924.98;223.88,2959.18;236.82,3013.09;264.54,3020.17;341.87,3004.16;354.81,2978.89;339.71,2938.54;315.99,2927.75;307.36,2907.73;306.75,2874.76;281.49,2872.92;267.01,2894.79
727	220050000	2	70629	5.1,305.1;-135.25,-523.83;-142.72,452.19;-27.68,448.89;241.36,545.62;450.93,600.7;602.62,538.04;728.25,357.44;1057.94,145.82;1273.96,-13.76;1291.3,-542.6
728	220050000	3	70630	0.1,5.1;-155.38,-560.03;-157.19,808.86;785.07,807.02;800.58,535.55;1223.3,200.09;1297.48,-22.65;1303.02,-559.94
729	220050000	10	70631	0.07,35.1;2305.57,1935.32;2304.47,1935.7;2302.85,1939.2;2303.22,1940.22;2307.28,1942.17;2306.52,1944.08;2308.06,1944.62;2310.01,1945.42;2310.5,1945.85;2316.93,1948.75;2320.59,1940.64;2318.69,1939.75;2320.29,1936.61;2314.89,1934.43;2313.45,1937.65;2309.99,1936.12;2309.54,1937.07
730	220050000	50	70632	0.1,300.1;2234.24,158.3;2217.58,158.88;2218.23,200.66;2234.73,200.09;2276.68,211.79;2314.05,219.05;2352.7,168.88;2352.29,149;2313.77,135.29;2276.41,135.99
731	220050000	1	70633	200,700;152.75,2293.35;110.67,2325.79;87.68,2363.75;106.49,2408.79;90.03,2460.1;155.01,2533.73;223.16,2518.44;261.59,2507.98;304.52,2505.54;407.32,2347;394.81,2288.38;327.97,2226.99;245.99,2179.33;198.16,2218.05
732	220050000	3	70634	0.1,200.1;435.84,1538.61;434.13,1569.61;446.5,1589.15;473.86,1592.57;498.21,1584.93;509.82,1557.22;505.7,1530.58;481.5,1516.2;453.03,1518.25
733	220050000	4	70635	0.1,230.1;68.09,2327.4;97.95,2471.71;156.59,2481.74;207.62,2420.76;289.34,2455.39;355.06,2334.03;355.06,2250.26;197.48,2179.77
734	220050000	3	70636	5.1,805.1;-150.36,-544.35;-150.24,694.32;246.62,641.12;559.79,895.7;751.74,865.39;773.96,804.78;713.35,786.59;642.63,562.32;775.99,400.68;1095.22,184.49;1168.73,-62.8;1285.31,-64.73;1293.73,-553.06
735	220050000	5	70637	0.1,400.1;1202.9,1962.47;1199.04,1941.51;1213.85,1890.58;1258.69,1853.86;1297.91,1817.67;1311.14,1814.27;1358.71,1780.61;1410.89,1786.01;1469.81,1805.35;1524.69,1844.93;1560.68,1914.2;1570.03,1967.4;1562.83,2016.88;1545.84,2060.84;1518.75,2104.6;1480.52,2140.58;1432.84,2164.42;1383.11,2174.42;1328.88,2170.49;1281.66,2154.31;1240.99,2126.32;1240.97,2076.34
736	220050000	2	70638	0.1,170.1;147.6,1296.1;144.69,1322.71;165.03,1339.37;195.92,1332.49;211.05,1314.91;207.69,1284.33;187.51,1268.73;158.61,1276.07
