6	2707	
id	mapid	type	priority	name	poly
747	220070000	0	15	69284	50,850;381.51,2030.18;363.74,2060.08;372.09,2107.28;358.6,2116.03;337.8,2114.94;331.97,2083.2;311.91,2072.99;286.74,2044.9;286.74,2021.56;265.95,2008.43;243.8,2035.79;16.2,2088.29;15.39,1434.06;199.85,1372.23;240.05,1396.5;282.77,1438.13;335.27,1435.92;374.36,1562.39;399.33,1593.84;527.94,1588.42;575.67,1643.13;582.45,1724.02;547.85,1889.89;561.39,1931.41;538.04,1967.29;433.29,1995.14;423.02,2018.05
748	220070000	0	11	69840	230,630;3034.16,1924.79;2964.55,2087.56;2898.86,2090.19;2871.71,2117.44;2825.36,2099.58;2783.44,2145.21;2717.09,2107.27;2689.91,2123.12;2666.7,2119.73;2661.03,2090.85;2643.1,2073.23;2631.6,2041.44;2617.77,2041.44;2606.25,2033.95;2600.49,2024.16;2601.07,2010.91;2602.8,1995.93;2612.01,1990.75;2599.62,1962.14;2589.3,1844.72;2628.58,1703.26;2629.21,1590.37;2666.91,1491.55;2875.25,1505.79;3029.14,1580.03
749	220070000	0	10	69286	350,500;1682.47,1869.42;1686.13,1839.09;1697.01,1809.09;1724.27,1774.99;1750.96,1752.65;1776.09,1746.89;1809.22,1754.63;1823.06,1791.97;1849.82,1803.7;1872.18,1806.26;1883.91,1817.26;1880.85,1836.72;1869,1851.87;1850.94,1858.47;1815.34,1887.37;1781.73,1896.99;1748.28,1899.3;1717.39,1895.29;1684.18,1881.18
750	220070000	0	10	69288	300,800;757.87,1793.66;723.98,1717.47;732.18,1635.26;893.66,1553.39;941.92,1570.61;973.38,1622.24;1000.14,1633.97;1011.22,1711.67;966.29,1797;893.08,1814.8;836.24,1799.59
751	220070000	0	5	69841	300,500;1467.09,1976.7;1466.44,1995.59;1456.61,2007.27;1433.81,2016.73;1407.04,1999.91;1406.5,1981.29;1416.92,1964.46;1438.67,1960.83;1461.19,1965.7
752	220070000	0	13	69290	50,850;2542.49,1501.23;2532.93,1584.7;2486.3,1579.63;2365.72,1515.71;2367.86,1504.76;2385.92,1493.08;2392.79,1474.49;2386.75,1452.61;2365.57,1444.28;2354.22,1476.65;2331.15,1470.39;2341.7,1437.15;2278.01,1375.03;2309.27,1218.9;2339.85,1199.28;2340.98,1183.58;2285.35,1169.09;2252.45,1195.74;2227.77,1179.51;2253.61,1146.95;2233.66,1136.64;2224.51,1111.53;2272.52,999.57;2235.79,930.99;2259.99,878.29;2284.83,871.17;2292.62,854.36;2275.53,823.74;2285.54,759.11;2319.08,745.27;2332.95,722.64;2384.83,709.18;2446.2,729.96;2492.6,785.93;2558.06,817.49;2610.09,799.5;2720.48,827.82;2758.9,903.04;2791.43,928.95;2791.29,956.79;2758.9,989.02;2718.55,988.1;2677.77,1032.22;2664.31,1081.42;2616.5,1102.59;2610.15,1147.57;2582.44,1206.43;2584.12,1268.13;2648.84,1322.13;2647.57,1458.81
753	220070000	0	13	69292	50,550;953.97,2595.44;907.65,2537.9;906.56,2476.81;932.25,2453.86;971.81,2320.55;1133.66,2233.03;1249.91,2220.6;1331.34,2242.42;1402.57,2333.35;1413.96,2464.81;1366.41,2578.29;1327.51,2583.27;1223.77,2673.21;1124.46,2732.6;1071.93,2719.42;1053,2662.61;986.59,2641.66
754	220070000	0	5	69294	300,600;2225.2,1746.69;2224.77,1775.16;2201.16,1802.84;2201.09,1825.44;2194.14,1830.88;2153.01,1821.76;2146.63,1808.06;2157.79,1790.95;2156.8,1782.05;2149.93,1776.79;2139.33,1715.65;2159.08,1702.87;2210.31,1721.88
755	220070000	0	5	69296	250,550;1926.44,1594.66;1934.64,1617.64;1932.85,1638.22;1902.42,1642.8;1891.92,1656.8;1863,1663.97;1829.09,1675.15;1813.74,1666.33;1806.67,1651.84;1784.69,1637.46;1773.11,1622.12;1777.69,1586.85;1794.92,1585.5;1811.34,1566.11;1806.35,1549.44;1814.98,1537.77;1812.31,1526.09;1820.65,1519.9;1838.22,1517.12;1852.31,1525.86;1861.81,1539.95;1900.39,1539.07;1914.41,1573.56;1914.04,1590.03
756	220070000	0	4	69842	267.13,417.13;1450.22,1094.31;1390.03,1084.85;1416.04,886.74;1492,899.48
757	220070000	0	13	69298	30,330;983.13,1579.67;977.55,1530.69;937.6,1493.66;897.04,1478.4;864.05,1491.13;844.72,1471.38;846.26,1442.67;861.36,1401.87;864.6,1364.52;908.65,1294.03;971.98,1278.59;1021.34,1291.48;1094.04,1414.01;1108.07,1500.67;1107.07,1518.86;1140.22,1563.95;1200.03,1569.53;1150.55,1653.74;1126.09,1636.35;1084.81,1643.95;1063.01,1665.67;1042.88,1654.29;1024.5,1607.32
758	220070000	1	8	72347	26.49,124.84;2944.02,979.29;2898.09,950.85;2809.05,860.35;2927.48,723.53;3010.55,770.89;3019.36,802.96;3063.79,844.83
759	220070000	1	8	72348	352.46,368.99;873.06,661.6;869.22,664.81;858.51,649.22;880.88,634.41;890.65,649.95;886.47,652.4;891.05,659.88;877.54,668.32
760	220070000	1	8	72349	334.31,343.84;992.3,928.01;1000.25,916.96;1010.1,924.25;1002.04,935;999.96,933.48;998.99,934.47;993.83,930.74;994.59,929.6
761	220070000	1	8	72350	337.05,343.02;2860.12,1738.42;2861.46,1735.86;2862.27,1736.23;2863.2,1734.46;2863.05,1734.37;2864.38,1731.76;2864.54,1731.85;2865.45,1730.01;2864.59,1729.58;2865.94,1727.02;2871.81,1730.02;2866.03,1741.41
762	220070000	1	8	72351	326.23,341.71;2133.09,1257.21;2132.91,1256.37;2135.57,1255.27;2134.77,1253.35;2139,1252.41;2135.2,1236;2117.44,1240.08;2121.24,1256.46;2125.45,1255.52;2126,1257.96;2128.32,1257.43;2128.54,1258.29
763	220070000	1	8	72352	560.77,569.48;1905.81,2891.56;1907.23,2885.69;1906.48,2885.25;1908.11,2879.29;1909.11,2879.34;1910.69,2873.48;1933.55,2879.88;1928.88,2897.52
764	220070000	1	8	72353	544.97,561.65;558.16,2820.96;549.23,2808.9;542.41,2807.89;534.2,2806.82;522.16,2815.63;522.19,2820.25;521.37,2826.21;519.95,2830.54;528.85,2842.62;537,2844.16;543.82,2844.85;555.91,2836
765	220070000	1	8	72354	425.04,500.04;2220.42,2414.87;2170.39,2418.8;2154.65,2407.87;2146.41,2390.88;2134.54,2380.17;2131.66,2369.12;2127.81,2349.71;2144.07,2321.18;2167.28,2306.64;2189.94,2301.51;2209.46,2323.25;2224.33,2342.16;2231.7,2375.87
766	220070000	1	8	72355	554.46,577.52;1769.33,2934.05;1774.59,2936.48;1776.33,2933.34;1777.64,2933.88;1782.44,2936.18;1783.07,2936.51;1782.25,2939.96;1787.17,2942.33;1781.72,2954.1;1783.69,2955.05;1752.81,3022.37;1728.5,3010.62;1761.78,2944.87;1763.88,2945.47
767	220070000	1	8	72356	562.44,569.9;1879.01,2933.38;1882.95,2928.69;1882.6,2928.13;1886.61,2923.52;1887.37,2923.69;1891.34,2919.28;1908.92,2935.13;1897.08,2948.85
768	220070000	1	8	72357	288.75,365.93;1402.74,1028.08;1423.2,898.41;1438.98,898.29;1461.35,901.57;1475.99,907.04;1452.82,1037.13;1442.34,1037.02;1434.56,1079.64;1426.35,1078.95;1415.47,1076.9;1406.41,1074.87;1413.41,1031.45
769	220070000	1	8	72358	241.95,263.35;857.15,1399.43;851.89,1412.92;837.01,1422.32;844.21,1436.57;845.8,1451.77;821.81,1465.8;814.4,1452.58;818.78,1445.2;826.98,1440.5;822.44,1425.31;824.01,1409.2;842.02,1396.8;839.98,1374.87;845.31,1362.65;854.22,1354.96;863.95,1354.51;874.76,1359.08;870.12,1372.79;864.36,1376.04;857.1,1376.44
770	220070000	1	8	72359	226.6,274.09;2407.24,1374.18;2407.76,1402.19;2429.91,1402.19;2429.93,1421.6;2413.6,1421.59;2413.07,1460.04;2383.9,1460.21;2383.72,1486.09;2412.7,1486.15;2412.76,1529.2;2430.23,1529.59;2431.99,1599.33;2404.36,1599.45;2404.12,1628.14;2538.75,1629;2538.7,1599.09;2467.97,1599.23;2468.64,1529.31;2484.88,1529.31;2486.22,1484.9;2518.69,1484.71;2527.25,1499.35;2545.33,1510.99;2566.12,1510.72;2582.64,1500.59;2593.85,1483.56;2594.11,1462.55;2583.77,1444.8;2566.18,1434.94;2545.93,1434.59;2527.63,1445.5;2518.15,1461.08;2485.66,1461.17;2485.36,1422.5;2467.85,1422.48;2467.69,1401.15;2605.84,1401.77;2606.29,1378.15
771	220070000	1	8	72360	326.42,376.86;542.99,1573.23;525.99,1576.78;521.32,1601.22;505.16,1610.16;512.46,1630.05;499.78,1641.67;491.74,1645.38;480.27,1639.69;480.74,1629.74;492.01,1624.18;492.44,1600.36;510.02,1585.14;510.01,1571.34;515.75,1560.68;538.2,1555;547.38,1563.23
772	220070000	1	8	72361	454.74,479.59;2863.24,1486.68;2866.47,1493.32;2860.79,1504.55;2844.91,1509.36;2847.26,1534.04;2830.73,1533.09;2824.29,1510.68;2831.17,1498.32;2824.78,1495.25;2823.65,1482.49;2841.08,1471.08;2861.99,1473.5
773	220070000	1	8	72362	532.62,545.69;1779.93,2824.27;1788.49,2828.99;1785.47,2835.37;1776.2,2831.43;1773.58,2836.22;1752.47,2825.56;1760.51,2809.03;1782,2819.45
774	220070000	1	8	72363	572.08,587.08;148.82,2593.32;136.24,2585;121.83,2587.97;117.53,2593.85;113.42,2600.58;116.48,2615.38;120.43,2617.11;125.36,2620.53;128.8,2623.61;143.58,2620.48;148.43,2613.81;151.66,2608.09
775	220070000	1	8	72364	532.2,545.21;1869.39,2871.51;1861.3,2866.07;1861.14,2865.99;1864.46,2859.58;1864.6,2859.7;1873.68,2863.42;1876.3,2859.14;1897.34,2870.21;1889.08,2886.55;1867.79,2875.87
776	220070000	1	8	72365	334.94,359.79;2843.58,1609.34;2845.51,1616.47;2837.84,1626.44;2821.34,1628.2;2819.04,1652.88;2802.97,1648.87;2800.84,1625.65;2809.9,1614.79;2804.2,1610.58;2805.46,1597.84;2824.72,1589.88;2844.81,1596.16
777	220070000	1	8	72366	409.74,434.59;2999.39,1577.69;2998.11,1584.96;2986.93,1590.73;2971.24,1585.33;2958.69,1606.7;2945.84,1596.24;2953.76,1574.31;2966.58,1568.32;2963.21,1562.1;2969.76,1551.09;2990.57,1552.06;3006.1,1566.28
778	220070000	1	8	72367	334.41,355.81;937.83,1486.81;944.65,1466.31;939.38,1464.54;940.9,1459.77;929.2,1455.93;927.65,1460.7;922.41,1459.08;915.67,1479.55
779	220070000	1	8	72368	502.35,527.2;3045.6,1923.32;3038.41,1925.01;3028.7,1917.02;3027.48,1900.46;3002.89,1897.35;3007.43,1881.43;3030.71,1880.06;3041.27,1889.48;3045.66,1883.91;3058.36,1885.6;3065.67,1905.1;3058.73,1924.98
780	220070000	1	8	72369	576.42,589.4;187.75,2770.26;186.69,2776.3;185.98,2781.97;193,2791.24;204.66,2793.21;214.08,2786.04;215.2,2780.93;216.03,2774.53;208.98,2764.92;205.38,2764.89;200.64,2764.22;197.34,2763.16
781	220070000	1	8	72370	644.91,657.68;122.72,2841.41;120.18,2836.73;109.36,2832.46;98.76,2837.32;94.9,2848.15;96.71,2853.18;99.28,2858.81;110.3,2862.93;113.34,2861.06;117.61,2859.02;120.83,2858.11;124.96,2846.94
782	220070000	1	8	72371	546.64,561.62;457.6,2762.58;451.69,2757.03;446.21,2752.62;431.23,2753.57;421.3,2764.92;422.17,2779.91;426.98,2785.03;433.53,2789.93;448.6,2789.02;451.03,2785.06;454.95,2780.58;458.89,2777.67
783	220070000	1	8	72372	292.2,342.2;2327.23,1656.02;2353.77,1649.48;2360.5,1666.39;2385.8,1665.46;2400.67,1678.38;2412.05,1688.34;2412.22,1698.57;2394.89,1698.42;2368.72,1689.16;2372.49,1707.61;2314.9,1726.71;2283.33,1720.25;2271.47,1729.08;2271.72,1752.82;2287.96,1763.01;2289.02,1771.19;2292.07,1779.42;2284.18,1782.84;2264.51,1778.13;2245.18,1747.42;2254.11,1712.94;2275.56,1697.27;2304.04,1694.19;2286.01,1609.83;2267.37,1616.35;2260.19,1595.59;2298.92,1579.55
784	220070000	1	8	72373	200.14,310.49;875.68,575.65;874.5,618.57;849.42,630.89;800.07,631.2;792.01,675.27;815.9,695.44;822.86,718.46;811.29,733;711.06,738.52;685.3,706.87;647.13,714.01;598.72,763.97;551.98,767.55;514.23,764.15;519.32,742.67;595.28,671.75;612.04,621.16;598.08,571.51;600.51,545.36;643.13,528.2;699.92,549.3;733.51,498.9;783.48,509.5;794.76,537.61;854.04,556.85
785	220070000	1	8	72374	346.99,360.45;833.38,726.57;829.57,726.85;828.61,712.23;849.34,710.84;850.33,725.47;846.52,725.6;846.88,732.77;834.06,733.69
786	220070000	1	8	72375	287.43,403.86;294.12,1315.42;277.26,1323.14;250.25,1318.63;244.2,1306.68;215.29,1300.67;199.75,1255.5;184.02,1222.19;213.99,1194.58;237.09,1171.54;254.31,1176.02;277.97,1152.43;289.61,1163.2;350.81,1153.41;361.79,1191.14;377.07,1211.17;368.95,1266.71;335.76,1279.74;336.44,1290.45;318.78,1312.85
787	220070000	1	8	72376	316.98,322.91;2704.5,1811.08;2705.69,1808.57;2706.45,1808.9;2707.33,1807.25;2707.16,1807.15;2708.37,1804.65;2708.56,1804.74;2709.33,1803.04;2708.64,1802.61;2709.83,1800.16;2715.51,1802.88;2710.1,1813.83
788	220070000	1	8	72205	555.56,566.29;1723.68,2876.34;1724.64,2881.12;1725.63,2880.94;1726.78,2886.83;1725.77,2887.08;1726.68,2891.86;1699.93,2897.13;1696.93,2881.6
789	220070000	1	8	72377	629.26,645.33;98.1,2953.09;95.08,2950.24;91.75,2945.1;89.56,2941.32;74.63,2938.51;68.32,2942.95;62.59,2947.25;60.08,2961.83;68.8,2973.94;83.5,2976.32;89.13,2972.55;95.47,2967.61
790	220070000	1	8	72378	343.12,359.83;1010.74,779.29;1001.33,780.97;999.01,764.66;1008.2,763.29;1007.53,758.14;1025.42,755.67;1029.07,782.23;1011.39,784.8
791	220070000	1	8	72379	539.19,555.36;523.93,2764.53;511.47,2756;496.68,2758.74;492.64,2764.35;488.16,2771.34;490.93,2786.04;495.06,2787.88;500.41,2791.42;503.37,2794.48;518.15,2791.88;523.43,2785.56;526.66,2779.29
792	220070000	1	8	72380	296.47,311.86;1285.09,1359.83;1284.01,1359.8;1284.06,1357.32;1281.59,1357.19;1281.63,1352.84;1264.54,1352.57;1264.18,1371.03;1281.28,1371.33;1281.41,1366.97;1283.91,1366.96;1283.95,1364.57;1285.07,1364.59
793	220070000	1	8	72381	566.76,582.83;551.34,2956.91;541.81,2945.49;527.06,2943.81;521.67,2948.3;515.28,2953.56;513.87,2968.33;516.85,2971.55;521.21,2976.21;523.42,2980.14;538.34,2981.51;544.73,2976.53;549.93,2971.81
794	220070000	1	8	72382	568.4,583.2;376.07,2962.49;368.47,2949.54;364.03,2948.96;358.02,2947.22;353.88,2945.67;340.75,2953.26;337.85,2961.09;337.12,2968.2;344.64,2981.02;359.31,2984.82;372.35,2977.12;374.77,2970.45
795	220070000	1	8	72383	561.33,576.52;223.09,2674.69;230.75,2674.43;237.32,2673.46;246.62,2662.27;245.19,2647.79;233.98,2638.67;227.12,2639.11;219.38,2640.06;210.23,2651.08;211.38,2655.3;211.94,2661.46;211.62,2665.6
796	220070000	1	8	72384	297.24,314.52;1461.16,1417.29;1461.1,1418.44;1458.79,1418.34;1458.36,1421.3;1453.36,1421.34;1453.42,1440.43;1474.07,1440.43;1474.06,1421.31;1469.19,1421.28;1468.7,1418.43;1466.52,1418.46;1466.56,1417.26
797	220070000	1	8	72385	566.72,578.66;80.35,2676.87;74.56,2678.23;69.35,2680.04;63.72,2689.93;66.88,2701.04;76.93,2706.51;82.18,2705.42;87.63,2703.42;93.49,2693.67;92.11,2690.39;90.84,2685.91;90.53,2682.59
798	220070000	1	8	72386	626.64,642.71;205.92,2978.59;203.21,2971.57;190.12,2964.41;186.17,2966.52;180.18,2968.13;175.99,2969.04;168.91,2982.21;171.09,2989.77;173.61,2996.28;186.65,3003.26;200.48,2998.47;207.6,2985.38
799	220070000	1	8	72387	310.59,335.44;2644.62,1751.75;2651.38,1754.72;2654.32,1766.95;2645.34,1780.9;2663.12,1798.18;2649.91,1808.17;2630.49,1795.27;2627.72,1781.39;2620.87,1783.19;2611.74,1774.21;2617.62,1754.22;2635.12,1742.52
800	220070000	1	8	72388	358.09,382.94;2875.88,2052.62;2869.74,2048.53;2868.96,2035.97;2880.23,2023.79;2865.73,2003.69;2880.47,1996.14;2897.35,2012.22;2897.67,2026.37;2904.73,2025.79;2912.16,2036.22;2902.9,2054.88;2883.63,2063.36
801	220070000	1	8	72389	556.01,564.97;1845.07,2954.58;1850.41,2951.6;1850.01,2950.71;1855.32,2948.01;1855.92,2948.73;1861.48,2946.09;1871.83,2967.27;1855.69,2975.4
802	220070000	1	8	72390	317.44,333.4;1954.13,1393.37;1954.25,1394.46;1951.66,1394.62;1951.91,1397.24;1947.46,1397.71;1948.95,1415.17;1967.85,1413.49;1966.29,1395.97;1961.83,1396.25;1961.54,1393.84;1959.11,1394;1959.12,1392.9
803	220070000	1	8	72391	401.13,429.13;1805.15,1768.66;1813.92,1805.21;1807.47,1814.87;1806.85,1818.12;1804.04,1819.6;1813.05,1831.89;1806.17,1838.5;1801.35,1840.81;1791.3,1843.08;1795.68,1860.87;1787.11,1862.9;1783.12,1845.4;1773.39,1847.34;1768.03,1847.11;1758.86,1844.25;1762.02,1828.78;1758.77,1829.05;1757.05,1826.1;1746.38,1820.93;1737.69,1784.46;1740.69,1775.48;1753.2,1772.16;1750.8,1760.93;1781.66,1753.62;1785.14,1763.74;1798.92,1761.93
804	220070000	1	8	72392	327.08,345.81;940.21,2069.74;952.83,2081.59;969.12,2073.64;986.59,2076.27;997.13,2092.31;1019.58,2086.75;1043.34,2093.27;1039.55,2120.15;1025.33,2116.95;1017.39,2105.62;995.74,2106.81;983.42,2102.64;972.7,2088.54;954.09,2100.82;943.57,2100.13;927.67,2078.69
805	220070000	1	8	72393	559.96,569.15;1737.89,2816.87;1735.03,2822.47;1736.14,2823.08;1733.63,2828.46;1732.45,2828.06;1729.91,2833.77;1708.66,2823.42;1716.38,2806.96
806	220070000	1	8	72394	381.21,389.98;2707.08,1573.69;2725.12,1571.49;2726.3,1580.81;2722.23,1581.28;2722.04,1580.03;2719.2,1580.35;2719.18,1580.64;2715.1,1581.15;2715.03,1580.85;2712.17,1581.22;2712.29,1582.49;2708.25,1583.03
807	220070000	1	8	72395	569.65,582.7;313.25,2774.96;309.6,2769.07;306.02,2764.1;293.23,2761.47;282.47,2768.61;279.83,2781.45;283.03,2786.42;287.05,2792.27;299.71,2794.94;302.18,2792.11;306.96,2789.41;310.54,2787.78
808	220070000	1	8	72396	299.93,316.46;1452.27,1193.22;1452.05,1192.14;1454.63,1191.57;1454.09,1188.88;1458.6,1187.89;1454.84,1170.2;1435.66,1174.25;1439.44,1192.02;1443.94,1191.07;1444.55,1193.69;1447.03,1193.15;1447.27,1194.06
809	220070000	1	8	72397	334.49,341.74;2850.39,1835.58;2853.6,1820.62;2861.32,1822.32;2860.58,1825.65;2859.53,1825.44;2859.05,1827.79;2859.29,1827.87;2858.52,1831.26;2858.29,1831.23;2857.84,1833.55;2858.83,1833.84;2858.19,1837.22
810	300030000	0	2	69300	320.33,520.33;252.35,394.94;272.69,474.75;381.46,535.62;408.82,513.85;398.19,504.37;457.88,427.97;440.28,356.9
811	300030000	0	3	69302	244.74,544.74;38.85,468.81;156.06,185.99;358.54,115.4;757.56,425.9;474.7,878.55;378.67,877.89
812	300030000	0	1	69304	320.43,520.43;236.51,307.68;260.76,253.75;325.66,228.99;373.88,236.36;418.97,288.89;425.09,365.88;273.55,395.49;261.79,363.1
813	300030000	1	8	72398	302.22,579.17;50.1,94.19;76.79,310.99;169.69,549.42;332.62,791.64;540.2,856.12;754.91,812.27;929.33,678.52;758.53,399.85;602.56,418.03;520.15,320.84;594.83,193.72;509.51,9.73;299.62,-45.5;150.76,7.79
814	300040000	0	16	72399	0.1,300.1;128.24,410.17;135.28,396.59;150.22,395.6;152.07,409.92;147.62,412.64;143.18,421.65;134.66,421.53
815	300040000	0	16	72400	0.1,300.1;544.1,549.92;602.03,576.19;625.6,652.3;731.9,751.89;766.86,871.63;689,1021.35;643.86,1020.45;601.56,980.27;566.56,936.49;490.48,891.76;472.44,911.65;436.85,918.77;356.25,844.7;380.88,731.28;426.24,624.34;459.3,589.99
816	300040000	0	16	72401	0.1,300.1;676.17,1142.04;692.08,1148.08;695.41,1166.91;704.26,1182.71;699.83,1206.73;685.17,1215.83;665.07,1213.56;651.71,1208.51
817	300040000	0	17	72402	0.1,300.1;1318.69,315.93;1196.23,585.93;1039.84,780.68;917.38,816.09;849.52,801.33;836.98,501.4;811.64,427.18;804.01,360.36;861.39,252.5;1021.21,192.21;1203.75,217.5
818	300040000	0	17	72403	0.1,300.1;361.51,1036.92;366.11,957.9;452.04,900.35;490.4,881.17;634.64,950.22;662.26,1050.73;649.22,1099.83;679.14,1144.33;656.89,1224.89;561.76,1316.19;457.41,1294.71;419.05,1230.26;369.95,1128.22
819	300040000	0	18	72404	0.1,300.1;378.74,952.6;368.76,1046.91;232.53,1025.46;71.29,969.12;34.52,854.89;33.2,462.11;244.8,368.21;334.73,487.23;387.75,697.64;336.79,840.22;365.77,877.52
820	300040000	0	16	72405	0.1,300.1;793.57,496.06;800.57,466.42;825.89,464.97;842.98,486.59;844.12,497.42;849.13,489.52;883.79,501.08;892.65,516.1;889.95,554.04;865.49,575.22;834.05,597.08;806.32,597.46;781.67,564.53;784.18,531.03
821	300040000	0	16	69306	0.1,300.1;226.71,997.71;334.24,1020.61;357.15,1115.2;390.29,1145.06;423.42,1135.94;441.87,1192.7;389.33,1213.24;467.59,1320.14;458.64,1415.74;358.5,1458.83;230.54,1475.94;141.54,1323.05;131.07,1156.93;105.94,1055.02
822	300040000	0	16	72406	0.1,300.1;216.69,417.02;233.69,392.67;252.33,396.21;263.89,419.47;259.4,443.14;237.23,449.8;222.81,438.38
823	300040000	0	18	72407	0.1,300.1;812.72,393.89;790.12,150.17;654.8,85.1;534.48,117.29;419.08,346.33;412.09,529.04;438.31,609.47;495.19,602.11;614.05,622.57;767.97,670.3;802.07,564.11
824	300040000	0	16	72408	0.1,300.1;207.42,327.49;204.5,292.33;253.81,263.09;301.58,266.35;321.12,299.35;318.73,349.08;304.18,395.54;268.57,397.28;233.4,376.22;229.49,360.02;232.1,351.7
825	300040000	0	16	72409	0.1,500.1;1039.34,1246.32;1092.23,1104.14;1256.02,1038.17;1356.12,1196.84;1316.88,1363.48;1116.12,1401.59;1075.74,1354.38
826	300040000	0	17	72410	0.1,300.1;210.68,490.07;243.84,473.45;314.85,395.82;332.24,291.92;294.89,238.66;172.46,278.98;168.39,358.13;103.87,407.92;114.41,471.63
827	300040000	1	8	72411	131.28,231.28;664.43,1176.99;665.78,1163.89;686.27,1158.29;707.1,1185.16;699.93,1210.36;673.17,1216.52;658.05,1206.33;656.37,1191.99
828	300040000	1	8	72412	100.6,202.43;129.97,460.85;124.74,402.82;171.53,364.52;196.62,356.43;203.63,316.23;243.87,265.77;297.86,270.28;324.84,326.67;300.56,391.42;262.25,443.77;228.69,467.99;216.1,474.43
829	300050000	0	16	72413	168.97,268.97;454.99,566.67;500.52,716.3;536.33,719.87;708.57,573.3;522.76,402.36;468.44,446.4
830	300050000	1	8	72414	197.98,226.74;534.41,489.53;509.61,489.78;494.95,471.05;493.76,456.2;509.22,417.36;535,417.33;551.15,458.57;548.87,470.66
831	300050000	1	8	72415	188.8,218.73;508.67,637.81;497.14,657.01;495.5,672.49;510.95,709.92;538.56,709.55;554.47,669.07;553.86,659.64;538.7,638.18
832	300050000	1	8	72416	197.98,229.99;603.48,583.06;604.01,552.61;626.99,537.37;636.26,536.05;677.28,552.13;676.62,578.19;636.19,593.2;623.15,591.7;603.64,577.17;603.48,583.06
833	300060000	0	16	72417	150,250;319.75,305.98;319.73,633.17;599.72,633.68;600.1,306.1
834	300060000	1	8	72418	156.03,271.35;361.74,606.89;564.42,606.02;564.22,318.45;362.07,318.39
835	300070000	0	16	72419	58.83,158.83;467.15,365.96;465.29,442.38;362.26,492.74;401.39,640.13;485.53,719.62;602.83,687.21;646.1,482.62;630.98,433.36;541.7,457.31;538.07,365.6
836	300070000	1	8	72420	71.74,153.31;372.47,478.64;351.03,496.94;364.37,536.42;394.17,533.8;441.76,513.93;456.14,532.76;453.37,623.34;483.59,663.22;524.63,666.88;556.06,625.56;557.01,555.09;582.49,502.52;639.62,491.56;657.62,469.26;642.36,427.78;572.71,443.04;537.49,413.69;533.58,357.34;491.32,352.65;458.06,378.47;462.36,445.39
837	300080000	0	16	72421	250,450;111.74,303.02;111.74,875.57;833.56,875.57;833.56,303.02
838	300090000	0	16	72422	80,280;121.86,84.17;122.98,405.98;399.95,404.59;398.83,83.2
839	300090000	1	8	72423	80.41,236.46;90.49,65.32;445.18,63.87;441.8,408.9;89.52,406.48
840	300100000	0	13	72424	855,925;447.57,554.32;476.05,554.28;476.08,581.53;447.49,581.68
841	300100000	0	15	72425	938,988;308.28,494.89;324.02,494.71;324.02,481.33;360.71,481.32;361.76,492.92;368.33,495.52;367.74,563.05;341.24,574.15;336.09,598.63;284.88,598.88;284.74,554.63;308.64,539.96
842	300100000	0	11	72426	928,988;770.02,469.3;768.91,534.11;692.93,533.97;693.29,468.4
843	300100000	0	18	72427	849.41,934.41;212.81,408.27;783.67,408.27;783.67,637.41;213.13,637.81
844	300100000	0	12	72428	1054,1104;354.52,443.21;491.92,443.51;492.08,575.04;354.86,575.41
845	300100000	0	13	72429	988.79,1068.79;723.12,453.38;793.09,453.35;793.05,567.02;723.12,566.92
846	300100000	0	14	72430	938,988;496.2,551.98;504.18,552.04;510.13,558.9;531.56,556.95;538.38,553.25;538.38,534.35;552.27,528.63;552.17,560.04;541.3,570;505.52,569.94;496.39,565.41
847	300100000	0	12	72431	855,925;398.61,501;418.67,500.96;418.55,518.56;398.53,518.57
848	300100000	0	14	72432	855,925;406.55,459.87;430.25,459.58;430.29,427.37;510.47,426.87;538.73,436.36;538.76,449.68;527.87,456.57;527.74,563.08;475.88,572.75;475.88,554.98;448.14,554.84;448.11,572.02;398.46,563.28;398.43,480.99;406.48,480.99
849	300100000	0	13	72433	938,988;321.51,435.84;387.75,412.23;525.61,437.02;525.78,462.74;413.71,448.89;397.28,458.14;356.27,458.13;323.68,464.66
850	300100000	0	14	72434	938,988;347.47,582.92;362.8,582.9;369.96,596.61;362.42,609.19;345.74,608.07;340.06,596.41
851	300100000	0	15	72435	1005,1155;348.37,419.42;656.15,420.13;656.85,517.75;698.78,517.75;698.75,596.01;348.21,595.83
852	300100000	0	13	72436	855,915;657.31,476.28;712.48,456.95;727.88,495.35;727.51,529.31;707.39,549.68;678.16,549.72;657.4,535.6
853	300100000	0	13	72437	855,925;442.51,487.08;482.82,488.04;482.67,523.5;443.03,523.31
854	300100000	0	13	72438	1003.96,1053.96;628.72,449.54;648.79,444.11;720.83,444.17;720.7,472.55;696.57,472.48;693.9,463.29;673.22,457.35;649.87,455.81;628.48,459.65
855	300100000	0	13	72439	890,990;274.1,441.72;291.78,441.62;292.01,456.67;274.19,456.44
856	300100000	0	13	72440	880,930;411.08,422.48;411,460.29;406.93,460.26;406.95,476.85;399.18,476.79;399.18,461.87;354.94,461.95;354.96,466.88;334.1,466.78;334.25,422.45
857	300100000	0	13	72441	1003.96,1053.96;654.9,517.1;699.55,516.96;699.52,532.68;716.53,532.73;716.55,554.2;665.98,566.13;656.09,551.87
